sms,label,llm1,llm2,llm3,llm4,llm5,llms_prediction,score
I liked the new mobile,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,not spam,not spam,spam,spam,not spam,not spam,not spam,0.4
"Did you say bold, then torch later. Or one torch and 2bold?",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Big brotherÛ÷s really scraped the barrel with this shower of social misfits,not spam,not spam,not spam,spam,not spam,not spam,not spam,0.2
Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"I'm home, my love ... If your still awake ... *loving kiss*",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",spam,spam,spam,spam,spam,spam,spam,1.0
"There'll be a minor shindig at my place later tonight, you interested?",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Jason says it's cool if we pick some up from his place in like an hour,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",spam,spam,spam,spam,spam,spam,spam,1.0
Wat time r Ì_ going to xin's hostel?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,spam,spam,spam,spam,spam,spam,spam,1.0
"Not for possession, especially not first offense",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,not spam,spam,spam,not spam,not spam,not spam,not spam,0.4
We have pizza if u want,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Many more happy returns of the day. I wish you happy birthday.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Ya very nice. . .be ready on thursday,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
I am in hospital da. . I will return home in evening,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam,spam,spam,spam,spam,spam,spam,1.0
"When you just put in the + sign, choose my number and the pin will show. Right?",not spam,spam,spam,spam,spam,spam,spam,1.0
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",not spam,spam,spam,not spam,not spam,not spam,not spam,0.4
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,spam,spam,spam,spam,spam,spam,spam,1.0
Well boy am I glad G wasted all night at applebees for nothing,not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,spam,spam,spam,spam,spam,spam,spam,1.0
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam,spam,spam,spam,spam,spam,spam,1.0
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082,spam,spam,spam,spam,spam,spam,spam,1.0
Prepare to be pleasured :),not spam,spam,spam,spam,spam,spam,spam,1.0
Whens your radio show?,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,spam,spam,spam,spam,spam,spam,spam,1.0
I'm not sure if its still available though,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,not spam,not spam,**spam**,not spam,not spam,not spam,not spam,0.0
Ok then u tell me wat time u coming later lor.,not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
Sen told that he is going to join his uncle finance in cbe,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Call me, i am senthil from hsbc.",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam,spam,spam,spam,spam,spam,spam,1.0
Holy living christ what is taking you so long,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
We're on the opposite side from where we dropped you off,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,spam,spam,spam,spam,spam,spam,spam,1.0
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,spam,spam,spam,spam,spam,spam,spam,1.0
I dont know why she.s not getting your messages,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
How do you plan to manage that,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off",not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Sorry for the delay. Yes masters,not spam,not spam,not spam,spam,not spam,not spam,not spam,0.2
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,spam,spam,spam,spam,spam,spam,spam,1.0
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,not spam,spam,not spam,not spam,not spam,not spam,not spam,0.2
Got smaller capacity one? Quite ex...,not spam,not spam,not spam,not spam,spam,not spam,not spam,0.2
Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,spam,spam,spam,spam,spam,spam,spam,1.0
u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),spam,spam,spam,spam,spam,spam,spam,1.0
:-) :-),not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",spam,spam,spam,spam,spam,spam,spam,1.0
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",not spam,spam,not spam,not spam,not spam,not spam,not spam,0.2
Yay can't wait to party together!,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
....photoshop makes my computer shut down.,not spam,not spam,not spam,spam,not spam,not spam,not spam,0.2
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,spam,spam,spam,spam,spam,spam,spam,1.0
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 ,spam,spam,spam,spam,spam,spam,spam,1.0
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
S.this will increase the chance of winning.,not spam,spam,spam,spam,spam,spam,spam,1.0
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,not spam,spam,spam,not spam,not spam,not spam,not spam,0.4
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",not spam,spam,spam,spam,not spam,not spam,spam,0.6
Thanks  and ! Or bomb and date as my phone wanted to say! ,not spam,not spam,not spam,spam,spam,not spam,not spam,0.4
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",not spam,spam,spam,spam,spam,spam,spam,1.0
"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So",not spam,spam,spam,spam,spam,spam,spam,1.0
Nokia phone is lovly..,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,spam,spam,spam,spam,spam,spam,spam,1.0
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam,spam,spam,spam,spam,spam,spam,1.0
I'm really sorry I lit your hair on fire,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,not spam,spam,not spam,spam,not spam,not spam,not spam,0.4
Well. You know what i mean. Texting,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,not spam,spam,spam,spam,spam,not spam,spam,0.8
lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,spam,spam,spam,spam,spam,spam,spam,1.0
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam,spam,spam,spam,spam,spam,spam,1.0
Yeah just open chat and click friend lists. Then make the list. Easy as pie,not spam,not spam,not spam,spam,not spam,not spam,not spam,0.2
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,not spam,not spam,not spam,spam,not spam,not spam,not spam,0.2
Poor girl can't go one day lmao,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Or just do that 6times,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,spam,spam,spam,spam,spam,spam,spam,1.0
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",not spam,spam,not spam,spam,not spam,not spam,not spam,0.4
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,not spam,spam,spam,spam,spam,spam,spam,1.0
Its worse if if uses half way then stops. Its better for him to complete it.,not spam,not spam,spam,not spam,not spam,not spam,not spam,0.2
Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Send me the new number,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,spam,spam,spam,spam,spam,spam,spam,1.0
I cant pick the phone right now. Pls send a message,not spam,not spam,not spam,not spam,not spam,not spam,not spam,0.0
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam,spam,spam,spam,spam,spam,spam,1.0
